candidate_id,gender,age_group,region,college_tier,years_experience,assessment_score,interview_score,hired
536,Male,31-35,Urban,Tier3,2,53,91,0
537,Male,20-25,Urban,Tier3,6,52,92,1
538,Male,31-35,Urban,Tier3,1,45,64,0
539,Female,26-30,Rural,Tier2,0,90,84,1
540,Female,20-25,Urban,Tier2,9,88,100,1
541,Male,31-35,Urban,Tier1,4,95,74,1
542,Female,31-35,Urban,Tier2,9,78,70,1
543,Male,20-25,Urban,Tier2,10,84,65,1
544,Male,26-30,Rural,Tier2,0,87,70,1
545,Female,31-35,Urban,Tier3,4,59,57,0
546,Female,31-35,Rural,Tier3,3,48,59,0
547,Female,31-35,Urban,Tier3,9,81,45,0
548,Male,26-30,Rural,Tier2,7,88,73,1
549,Female,31-35,Urban,Tier1,4,85,72,1
550,Female,20-25,Rural,Tier3,0,51,52,0
551,Male,31-35,Urban,Tier2,5,85,52,1
552,Female,26-30,Urban,Tier2,1,83,41,0
553,Male,26-30,Urban,Tier1,7,77,75,1
554,Female,26-30,Rural,Tier2,1,58,41,0
555,Female,20-25,Rural,Tier3,3,94,54,0
556,Male,26-30,Urban,Tier2,0,95,89,1
557,Male,26-30,Urban,Tier1,0,54,56,0
558,Female,31-35,Rural,Tier2,6,94,62,1
559,Female,20-25,Urban,Tier2,9,65,77,1
560,Male,20-25,Rural,Tier3,5,75,81,1
561,Female,20-25,Urban,Tier1,4,80,60,0
562,Female,20-25,Rural,Tier3,4,52,49,0
563,Male,31-35,Rural,Tier3,9,65,82,1
564,Female,26-30,Rural,Tier2,4,56,98,1
565,Female,26-30,Rural,Tier2,9,92,52,1
566,Female,31-35,Urban,Tier2,7,98,100,1
567,Female,26-30,Rural,Tier3,8,51,58,0
568,Male,26-30,Rural,Tier3,8,88,98,1
569,Male,31-35,Rural,Tier2,3,62,54,0
570,Female,26-30,Rural,Tier2,9,58,69,0
571,Male,26-30,Rural,Tier2,9,44,70,0
572,Male,26-30,Rural,Tier2,4,66,43,0
573,Male,20-25,Urban,Tier2,9,97,98,1
574,Female,20-25,Rural,Tier1,1,71,61,0
575,Male,26-30,Urban,Tier2,3,88,89,1
576,Male,26-30,Urban,Tier3,1,48,79,0
577,Female,26-30,Urban,Tier3,6,40,42,0
578,Male,31-35,Rural,Tier3,8,52,41,0
579,Male,26-30,Urban,Tier2,5,59,48,0
580,Male,26-30,Urban,Tier1,0,59,100,1
581,Female,26-30,Urban,Tier2,6,96,83,1
582,Male,26-30,Rural,Tier2,3,50,100,1
583,Female,20-25,Urban,Tier3,3,86,41,0
584,Male,20-25,Rural,Tier3,6,96,80,1
585,Female,31-35,Rural,Tier2,0,82,46,0
586,Male,20-25,Urban,Tier2,1,75,56,0
587,Female,31-35,Urban,Tier2,0,59,66,0
588,Male,26-30,Urban,Tier2,2,66,93,1
589,Male,26-30,Rural,Tier2,1,71,52,0
590,Male,31-35,Rural,Tier3,5,85,66,1
591,Female,20-25,Urban,Tier3,7,61,55,0
592,Male,20-25,Urban,Tier1,9,82,71,1
593,Male,31-35,Rural,Tier1,1,97,56,1
594,Male,26-30,Rural,Tier2,0,46,92,0
595,Male,31-35,Rural,Tier2,10,60,67,1
596,Male,20-25,Rural,Tier1,2,82,81,1
597,Male,26-30,Rural,Tier3,4,96,86,1
598,Male,26-30,Urban,Tier1,6,69,57,1
599,Female,26-30,Urban,Tier2,2,47,48,0
600,Male,31-35,Rural,Tier1,9,70,91,1
601,Female,20-25,Urban,Tier2,0,95,83,1
602,Male,26-30,Urban,Tier3,7,42,44,0
603,Female,26-30,Urban,Tier3,8,89,87,1
604,Male,31-35,Rural,Tier2,8,84,84,1
605,Male,26-30,Rural,Tier2,10,83,81,1
606,Female,20-25,Rural,Tier3,9,43,40,0
607,Male,26-30,Urban,Tier2,2,44,88,0
608,Female,26-30,Urban,Tier2,8,54,75,0
609,Female,26-30,Urban,Tier2,9,68,45,0
610,Female,26-30,Urban,Tier2,10,41,46,0
611,Female,26-30,Urban,Tier1,1,90,78,1
612,Female,31-35,Urban,Tier2,7,100,61,1
613,Female,31-35,Rural,Tier3,5,75,89,1
614,Female,31-35,Urban,Tier2,1,88,82,1
615,Male,20-25,Urban,Tier2,4,75,73,1
616,Female,31-35,Urban,Tier1,2,92,85,1
617,Female,20-25,Rural,Tier1,6,53,69,0
618,Male,31-35,Urban,Tier2,10,93,83,1
619,Male,31-35,Urban,Tier2,8,48,71,0
620,Male,26-30,Urban,Tier3,9,70,99,1
621,Male,26-30,Urban,Tier3,1,64,82,0
622,Female,26-30,Urban,Tier3,3,57,65,0
623,Female,31-35,Urban,Tier1,6,78,84,1
624,Female,31-35,Urban,Tier2,8,80,53,0
625,Male,20-25,Rural,Tier2,10,48,85,1
626,Male,26-30,Rural,Tier2,1,88,62,1
627,Female,26-30,Rural,Tier3,10,87,97,1
628,Female,31-35,Urban,Tier1,1,41,64,0
629,Male,20-25,Urban,Tier2,2,58,83,1
630,Female,20-25,Urban,Tier3,3,88,74,1
631,Male,26-30,Urban,Tier2,10,87,75,1
632,Male,31-35,Urban,Tier2,4,84,82,1
633,Male,31-35,Urban,Tier3,10,60,75,1
634,Male,20-25,Urban,Tier2,7,93,54,1
635,Female,31-35,Urban,Tier2,3,58,68,0
636,Male,31-35,Urban,Tier3,8,47,64,0
637,Male,26-30,Urban,Tier1,9,94,56,1
638,Male,26-30,Rural,Tier1,2,99,60,1
639,Male,31-35,Rural,Tier3,4,71,90,1
640,Female,20-25,Rural,Tier2,2,73,44,0
641,Male,26-30,Urban,Tier1,3,96,53,1
642,Female,26-30,Urban,Tier3,9,73,70,0
643,Male,20-25,Urban,Tier2,10,79,98,1
644,Male,31-35,Rural,Tier2,1,64,56,0
645,Female,20-25,Urban,Tier3,8,91,72,1
646,Female,26-30,Urban,Tier2,5,72,45,0
647,Male,20-25,Rural,Tier2,0,80,44,0
648,Male,26-30,Rural,Tier3,6,93,46,1
649,Male,26-30,Rural,Tier3,6,81,92,1
650,Male,31-35,Urban,Tier2,5,42,45,0
651,Male,20-25,Rural,Tier2,9,92,54,1
652,Female,26-30,Urban,Tier2,5,41,64,0
653,Male,26-30,Rural,Tier2,9,42,84,1
654,Male,26-30,Urban,Tier2,10,59,78,1
655,Male,20-25,Rural,Tier2,10,41,70,0
656,Male,26-30,Urban,Tier2,8,58,80,1
657,Male,20-25,Rural,Tier3,10,63,100,1
658,Male,26-30,Urban,Tier1,0,76,78,1
659,Female,26-30,Rural,Tier2,5,53,66,0
660,Male,20-25,Urban,Tier3,3,47,51,0
661,Male,31-35,Rural,Tier3,7,81,75,1
662,Male,20-25,Urban,Tier1,9,71,100,1
663,Female,26-30,Rural,Tier2,4,79,44,0
664,Male,26-30,Urban,Tier2,4,84,77,1
665,Male,26-30,Urban,Tier2,6,50,40,0
666,Female,20-25,Urban,Tier3,6,57,93,0
667,Female,20-25,Rural,Tier3,7,68,62,0
668,Female,26-30,Urban,Tier2,1,93,57,0
669,Male,31-35,Urban,Tier3,10,44,86,1
670,Male,31-35,Rural,Tier2,9,77,65,1
671,Male,31-35,Urban,Tier2,8,70,81,1
672,Male,26-30,Urban,Tier3,4,48,69,0
673,Male,26-30,Urban,Tier2,9,83,50,1
674,Male,26-30,Urban,Tier3,10,95,49,1
675,Female,31-35,Urban,Tier3,3,44,56,0
676,Female,20-25,Rural,Tier2,5,64,70,0
677,Female,31-35,Urban,Tier2,1,85,73,0
678,Female,31-35,Urban,Tier2,2,64,81,0
679,Female,26-30,Rural,Tier3,8,56,64,0
680,Male,26-30,Urban,Tier3,7,90,70,1
681,Male,26-30,Urban,Tier1,1,72,81,1
682,Female,20-25,Urban,Tier2,1,82,54,0
683,Female,31-35,Rural,Tier2,7,70,53,0
684,Male,26-30,Urban,Tier2,2,76,77,1
685,Male,20-25,Urban,Tier3,2,43,50,0
686,Female,31-35,Urban,Tier2,9,80,41,0
687,Female,31-35,Urban,Tier2,7,95,70,1
688,Male,20-25,Urban,Tier1,9,92,89,1
689,Male,26-30,Urban,Tier1,10,61,99,1
690,Female,26-30,Urban,Tier2,2,46,41,0
691,Male,26-30,Rural,Tier2,2,78,46,0
692,Male,26-30,Rural,Tier1,8,72,88,1
693,Male,20-25,Rural,Tier3,8,92,40,0
694,Female,26-30,Urban,Tier1,8,67,54,0
695,Female,31-35,Urban,Tier2,9,46,67,0
696,Male,20-25,Rural,Tier3,1,58,78,0
697,Female,20-25,Urban,Tier3,0,76,73,0
698,Male,26-30,Urban,Tier2,5,66,63,0
699,Male,20-25,Rural,Tier2,8,67,76,1
700,Female,26-30,Rural,Tier2,3,66,75,0
701,Female,20-25,Urban,Tier2,4,76,62,0
702,Female,31-35,Rural,Tier2,3,68,90,1
703,Male,20-25,Urban,Tier3,8,79,84,1
704,Male,20-25,Rural,Tier1,1,92,49,1
705,Female,31-35,Urban,Tier1,3,63,45,0
706,Male,31-35,Rural,Tier2,10,73,58,1
707,Male,31-35,Rural,Tier2,7,40,52,0
708,Female,20-25,Rural,Tier2,3,79,50,0
709,Male,26-30,Rural,Tier3,1,57,89,0
710,Female,26-30,Urban,Tier2,8,40,87,0
711,Male,31-35,Urban,Tier3,8,98,77,1
712,Female,26-30,Rural,Tier2,3,69,99,1
713,Female,26-30,Urban,Tier2,1,75,44,0
714,Female,26-30,Urban,Tier2,4,96,74,1
715,Female,26-30,Rural,Tier2,3,88,61,0
716,Female,26-30,Rural,Tier3,7,47,56,0
717,Male,26-30,Rural,Tier2,3,91,60,1
718,Female,31-35,Urban,Tier1,4,55,58,0
719,Male,26-30,Rural,Tier2,8,99,51,1
720,Female,26-30,Urban,Tier2,2,100,87,1
721,Male,26-30,Urban,Tier3,4,53,54,0
722,Male,31-35,Rural,Tier2,1,47,98,1
723,Male,26-30,Rural,Tier2,8,42,94,1
724,Female,26-30,Urban,Tier3,9,95,57,1
725,Female,20-25,Rural,Tier2,6,54,88,0
726,Male,20-25,Rural,Tier2,8,42,72,0
727,Female,26-30,Rural,Tier1,1,84,73,1
728,Female,26-30,Urban,Tier2,6,77,46,0
729,Female,26-30,Rural,Tier1,4,55,57,0
730,Female,31-35,Urban,Tier1,6,53,66,0
731,Female,26-30,Urban,Tier2,9,48,76,0
732,Male,31-35,Rural,Tier3,8,67,94,1
733,Female,20-25,Rural,Tier3,7,91,40,0
734,Male,26-30,Urban,Tier3,10,73,74,1
735,Female,31-35,Urban,Tier2,9,43,65,0
736,Male,26-30,Urban,Tier3,7,93,80,1
737,Male,26-30,Urban,Tier2,8,75,99,1
738,Female,26-30,Urban,Tier2,10,78,52,0
739,Male,31-35,Urban,Tier2,8,71,89,1
740,Female,31-35,Urban,Tier2,10,49,95,1
741,Male,26-30,Rural,Tier2,9,76,65,1
742,Male,20-25,Urban,Tier2,10,58,85,1
743,Female,26-30,Urban,Tier3,5,87,77,1
744,Female,26-30,Urban,Tier1,3,82,56,0
745,Male,20-25,Urban,Tier1,7,75,43,0
746,Male,31-35,Urban,Tier3,1,56,79,0
747,Male,20-25,Rural,Tier2,3,55,87,1
748,Female,26-30,Urban,Tier2,2,41,42,0
749,Female,31-35,Urban,Tier2,8,99,57,1
750,Female,20-25,Rural,Tier2,9,78,69,1
751,Female,26-30,Rural,Tier2,5,70,74,0
752,Male,31-35,Urban,Tier2,4,49,59,0
753,Male,20-25,Rural,Tier3,5,58,70,0
754,Male,26-30,Urban,Tier3,4,40,89,0
755,Female,31-35,Urban,Tier3,8,63,52,0
756,Female,31-35,Urban,Tier2,10,64,93,1
757,Female,20-25,Urban,Tier2,8,88,91,1
758,Female,20-25,Rural,Tier3,6,52,94,0
759,Male,20-25,Urban,Tier2,9,68,57,1
760,Female,20-25,Urban,Tier1,8,41,51,0
761,Male,20-25,Urban,Tier2,0,54,45,0
762,Male,20-25,Urban,Tier2,7,63,69,1
763,Male,26-30,Rural,Tier3,0,57,89,0
764,Female,20-25,Urban,Tier1,4,92,64,1
765,Male,20-25,Rural,Tier2,7,55,87,1
766,Male,20-25,Rural,Tier1,10,53,70,1
767,Female,26-30,Urban,Tier2,10,86,42,0
768,Male,20-25,Rural,Tier1,0,95,82,1
769,Male,31-35,Urban,Tier2,0,50,90,0
770,Female,26-30,Urban,Tier2,0,77,90,1
771,Female,26-30,Urban,Tier3,3,50,71,0
772,Male,26-30,Urban,Tier3,10,43,43,0
773,Female,26-30,Rural,Tier3,2,71,54,0
774,Female,31-35,Rural,Tier3,7,86,52,0
775,Male,26-30,Urban,Tier1,0,71,85,1
776,Female,26-30,Urban,Tier2,9,51,74,0
777,Female,26-30,Urban,Tier3,9,98,95,1
778,Male,20-25,Urban,Tier2,4,74,63,1
779,Female,20-25,Rural,Tier2,2,96,41,0
780,Female,31-35,Urban,Tier3,10,74,92,1
781,Female,20-25,Rural,Tier3,2,79,58,0
782,Female,26-30,Urban,Tier1,10,44,42,0
783,Male,20-25,Urban,Tier1,3,46,42,0
784,Female,26-30,Urban,Tier3,4,43,63,0
785,Male,26-30,Urban,Tier3,3,81,71,1
786,Male,26-30,Rural,Tier2,6,92,63,1
787,Male,31-35,Urban,Tier1,1,93,59,1
788,Male,31-35,Rural,Tier1,3,74,64,1
789,Male,20-25,Rural,Tier2,2,75,87,1
790,Female,31-35,Rural,Tier2,10,69,84,1
791,Female,31-35,Urban,Tier1,6,72,61,0
792,Male,26-30,Urban,Tier3,5,75,60,0
793,Female,26-30,Rural,Tier3,5,78,55,0
794,Male,26-30,Urban,Tier3,5,68,68,0
795,Female,20-25,Urban,Tier2,0,73,48,0
796,Female,20-25,Rural,Tier2,5,41,89,0
797,Female,31-35,Urban,Tier2,9,49,46,0
798,Male,26-30,Urban,Tier2,9,55,54,0
799,Female,31-35,Urban,Tier2,3,86,44,0
800,Female,31-35,Urban,Tier3,9,92,98,1
